"id","lon","lat","depth_gebco","lon_corrected","lat_corrected","corrected_depth"
"24Tt079",-90.0268,29.2486,"2",-90.03125,29.2479166666667,"-1"
"24Tt164",-90.0453,29.3007,"2",-90.0395833333333,29.2979166666667,"-1"
"24Tt167",-90.0481,29.3853,"-1",-90.0481,29.3853,"-1"
"24Tt170",-89.919,29.4634,"1",-89.9229166666667,29.4645833333333,"-1"
"24Tt173",-89.9876,29.348,"-2",-89.9876,29.348,"-2"
"27Tt026",-88.7025,30.2577,"-3",-88.7025,30.2577,"-3"
"27Tt063",-88.4174,30.337,"-1",-88.4174,30.337,"-1"
"27Tt113",-88.6638,30.3547,"-2",-88.6638,30.3547,"-2"
"2Tt150",-76.5971,34.6815,"-1",-76.5971,34.6815,"-1"
"2Tt155",-76.5131,34.7166,"-1",-76.5131,34.7166,"-1"
"2Tt156",-76.5417,34.6033,"-1",-76.5417,34.6033,"-1"
"2Tt219",-76.6823,34.7689,"-5",-76.6823,34.7689,"-5"
"2Tt237",-76.511,34.6808,"-1",-76.511,34.6808,"-1"
"2Tt246",-78.1636,33.9005,"-9",-78.1636,33.9005,"-9"
"2Tt250",-78.0664,33.884,"-8",-78.0664,33.884,"-8"
"2Tt251",-78.1265,33.8989,"-10",-78.1265,33.8989,"-10"
"2Tt252",-78.1116,33.9048,"-4",-78.1116,33.9048,"-4"
"2Tt255",-76.6792,34.7587,"-5",-76.6792,34.7587,"-5"
"2Tt261",-76.5702,34.6481,"-9",-76.5702,34.6481,"-9"
"2Tt264",-76.6818,34.6487,"-12",-76.6818,34.6487,"-12"
"2Tt267",-76.0028,34.4449,"-51",-76.0028,34.4449,"-51"
"2Tt449",-78.3862,33.8955,"-2",-78.3862,33.8955,"-2"
"2Tt462",-76.6041,34.6583,"-7",-76.6041,34.6583,"-7"
"2Tt466",-76.6434,34.6631,"-8",-76.6434,34.6631,"-8"
"2Tt483",-76.4509,35.3837,"-2",-76.4509,35.3837,"-2"
"2Tt484",-76.5055,35.389,"-2",-76.5055,35.389,"-2"
"2Tt485",-76.4911,35.3779,"1",-76.49375,35.3770833333333,"-2"
"2Tt486",-75.662,35.8408,"2",-75.6645833333333,35.8395833333333,"-2"
"2Tt487",-75.661,35.8182,"-3",-75.661,35.8182,"-3"
"2Tt488",-75.7113,35.911,"-4",-75.7113,35.911,"-4"
"2Tt490",-75.6905,35.893,"0",-75.6979166666667,35.8895833333333,"-3.63797880709171e-12"
"2Tt493",-75.6031,35.8214,"-4",-75.6031,35.8214,"-4"
"2Tt494",-75.7508,35.8998,"-4",-75.7508,35.8998,"-4"
"2Tt495",-75.7248,35.8982,"-5",-75.7248,35.8982,"-5"
"2Tt497",-75.665,35.7933,"-2",-75.665,35.7933,"-2"
"2Tt498",-75.698,35.7635,"-2",-75.698,35.7635,"-2"
"2Tt500",-75.7321,35.7536,"1",-75.7270833333333,35.75625,"-1"
"2Tt501",-75.7245,35.7888,"-2",-75.7245,35.7888,"-2"
"2Tt504",-75.654,35.9648,"1",-75.65625,35.9645833333333,"-3"
"2Tt505",-75.6946,35.9935,"-4",-75.6946,35.9935,"-4"
"2Tt507",-75.6453,35.9124,"-3",-75.6453,35.9124,"-3"
"2Tt509",-75.6513,35.9248,"-3",-75.6513,35.9248,"-3"
"2Tt510",-75.7206,35.9885,"-3",-75.7206,35.9885,"-3"
"2Tt512",-75.6421,35.7918,"-3",-75.6421,35.7918,"-3"
"2Tt513",-75.7818,36.0565,"-2",-75.7818,36.0565,"-2"
"2Tt516",-75.7534,36.0414,"-3",-75.7534,36.0414,"-3"
"2Tt518",-75.6111,35.8468,"-2",-75.6111,35.8468,"-2"
"2Tt520",-75.6735,35.9788,"0",-75.6770833333333,35.9770833333333,"-3"
"2Tt525",-75.4808,35.7334,"-10",-75.4808,35.7334,"-10"
"2Tt527",-75.9503,35.0974,"-3",-75.9503,35.0974,"-3"
"2Tt528",-75.9628,35.0874,"-6",-75.9628,35.0874,"-6"
"2Tt530",-75.8171,35.1642,"3",-75.8145833333333,35.1645833333333,"-1"
"2Tt532",-75.8635,35.1399,"-6",-75.8635,35.1399,"-6"
"2Tt534",-75.679,35.204,"-11",-75.679,35.204,"-11"
"2Tt537",-75.4764,35.6721,"-5",-75.4764,35.6721,"-5"
"2Tt538",-75.5219,35.8053,"-12",-75.5219,35.8053,"-12"
"2Tt541",-75.4984,35.831,"-19",-75.4984,35.831,"-19"
"2Tt543",-75.5016,35.8198,"-18",-75.5016,35.8198,"-18"
"2Tt545b",-75.5276,35.7997,"-4",-75.5276,35.7997,"-4"
"2Tt552",-75.9056,35.1226,"-4",-75.9056,35.1226,"-4"
"2Tt553",-75.9144,35.119,"-5",-75.9144,35.119,"-5"
"2Tt556",-75.4619,35.6542,"-8",-75.4619,35.6542,"-8"
"2Tt557b",-75.4558,35.6511,"-9",-75.4558,35.6511,"-9"
"2Tt558",-75.4918,35.7829,"-17",-75.4918,35.7829,"-17"
"2Tt564",-75.5936,35.9307,"-12",-75.5936,35.9307,"-12"
"2Tt591",-77.527,34.4521,"-1",-77.527,34.4521,"-1"
"2Tt592",-77.8669,34.1265,"1",-77.8645833333333,34.1270833333333,"-1"
"2Tt593",-77.7499,34.287,"-1",-77.7499,34.287,"-1"
"2Tt595",-77.49,34.4761,"-1",-77.49,34.4761,"-1"
"2Tt599",-77.8851,34.073,"1",-77.88125,34.0729166666667,"-1"
"2Tt603",-77.9626,33.9531,"-13",-77.9626,33.9531,"-13"
"2Tt605",-77.716,34.3239,"2",-77.71875,34.3229166666667,"-1"
"2Tt607",-78.026,33.8872,"-6",-78.026,33.8872,"-6"
"2Tt608",-78.0479,33.8929,"-2",-78.0479,33.8929,"-2"
"2Tt612",-78.0239,33.904,"-12",-78.0239,33.904,"-12"
"2Tt614",-78.2314,33.902,"-9",-78.2314,33.902,"-9"
"2Tt616",-78.2545,33.9181,"2",-78.25625,33.9104166666667,"-2"
"2Tt619",-78.1881,33.9068,"-7",-78.1881,33.9068,"-7"
"2Tt625",-77.8384,34.1763,"-1",-77.8384,34.1763,"-1"
"2Tt628",-77.8897,34.0516,"0",-77.8854166666667,34.0520833333333,"-1"
"2Tt629",-77.8211,34.202,"0",-77.81875,34.2020833333333,"-1"
"2Tt631",-77.8901,34.0483,"1",-77.8854166666667,34.0479166666667,"-1"
"2Tt637",-77.8625,34.1388,"0",-77.8604166666667,34.1354166666667,"-1"
"2Tt642",-77.8853,34.0729,"1",-77.88125,34.0729166666667,"-1"
"2Tt643",-77.7191,34.2846,"-1",-77.7191,34.2846,"-1"
"2Tt644",-77.7288,34.2793,"-1",-77.7288,34.2793,"-1"
"2Tt645",-77.7333,34.2755,"-1",-77.7333,34.2755,"-1"
"2Tt646",-77.9462,34.1385,"-6",-77.9462,34.1385,"-6"
"2Tt727",-76.5415,34.5629,"-5",-76.5415,34.5629,"-5"
"2Tt729",-76.5575,34.6082,"-8",-76.5575,34.6082,"-8"
"2Tt734",-78.298,33.8995,"-9",-78.298,33.8995,"-9"
"2Tt743",-78.352,33.8933,"-9",-78.352,33.8933,"-9"
"2Tt755",-76.5577,34.5844,"-11",-76.5577,34.5844,"-11"
"2Tt757",-76.6804,34.6327,"-15",-76.6804,34.6327,"-15"
"2Tt758",-76.6306,34.6717,"-1",-76.6306,34.6717,"-1"
"2Tt759",-76.6319,34.6692,"-4",-76.6319,34.6692,"-4"
"2Tt762",-76.6404,34.6609,"-8",-76.6404,34.6609,"-8"
"32Tt012",-87.1079,29.4902,"-399",-87.1079,29.4902,"-399"
"32Tt013",-88.0831,29.1825,"-403",-88.0831,29.1825,"-403"
"32Tt032",-85.3204,28.0904,"-356",-85.3204,28.0904,"-356"
"32Tt035",-85.8366,28.5982,"-269",-85.8366,28.5982,"-269"
"32Tt048",-86.0606,29.1984,"-211",-86.0606,29.1984,"-211"
"34Tt027",-97.3387,27.8039,"-11",-97.3387,27.8039,"-11"
"34Tt041",-97.017,28.1368,"-1",-97.017,28.1368,"-1"
"35Tt025",-96.4717,28.5095,"-2",-96.4717,28.5095,"-2"
"35Tt037",-96.2846,28.6789,"-1",-96.2846,28.6789,"-1"
"37Tt004",-96.9524,27.8107,"-17",-96.9524,27.8107,"-17"
"37Tt018",-97.1508,27.6068,"-12",-97.1508,27.6068,"-12"
"37Tt023",-97.0891,27.6009,"-17",-97.0891,27.6009,"-17"
"39Tt001",-96.4058,28.2367,"-19",-96.4058,28.2367,"-19"
"39Tt016",-96.0156,28.5206,"-12",-96.0156,28.5206,"-12"
"39Tt030",-96.1017,28.4058,"-16",-96.1017,28.4058,"-16"
"39Tt032",-96.1662,28.3779,"-16",-96.1662,28.3779,"-16"
"40Tt002",-90.0412,28.9881,"-23",-90.0412,28.9881,"-23"
"40Tt008",-90.0052,29.0846,"-17",-90.0052,29.0846,"-17"
"40Tt010",-89.8868,29.0255,"-31",-89.8868,29.0255,"-31"
"40Tt013",-89.7827,29.2237,"-12",-89.7827,29.2237,"-12"
"40Tt018",-89.6897,29.1785,"-14",-89.6897,29.1785,"-14"
"42Tt018",-85.7381,30.0832,"-19",-85.7381,30.0832,"-19"
"43Tt025",-80.2794,25.3688,"-2",-80.2794,25.3688,"-2"
"43Tt028",-80.2662,25.384,"-2",-80.2662,25.384,"-2"
"43Tt030",-80.2855,25.3332,"-4",-80.2855,25.3332,"-4"
"43Tt031",-80.1828,25.7663,"-1",-80.1828,25.7663,"-1"
"43Tt033",-80.2079,25.6432,"-4",-80.2079,25.6432,"-4"
"44Tt009",-80.3669,27.6152,"-1",-80.3669,27.6152,"-1"
"44Tt018",-80.6109,28.1797,"4",-80.6145833333333,28.1770833333333,"-7.27595761418343e-12"
"44Tt023",-80.517,27.9206,"3",-80.5104166666667,27.91875,"-1"
"44Tt033",-80.7444,28.4636,"-2",-80.7444,28.4636,"-2"
"44Tt041",-80.642,28.2991,"-1",-80.642,28.2991,"-1"
"4Tt065",-79.919,32.814,"-9",-79.919,32.814,"-9"
"4Tt184",-79.944,32.755,"0",-79.94375,32.7604166666667,"-5"
"4Tt266",-79.9357,32.7581,"1",-79.9354166666667,32.7604166666667,"-4"
"4Tt275",-79.8956,32.8548,"-9",-79.8956,32.8548,"-9"
"4Tt299",-79.1492,33.3292,"-4",-79.1492,33.3292,"-4"
"4Tt304",-79.09,33.4388,"-8",-79.09,33.4388,"-8"
"4Tt311",-79.1037,33.3962,"-9",-79.1037,33.3962,"-9"
"4Tt312",-79.0999,33.3925,"-9",-79.0999,33.3925,"-9"
"4Tt555",-79.845,32.8975,"0",-79.8479166666667,32.8729166666667,"-7"
"4Tt817",-80.3095,30.2737,"-45",-80.3095,30.2737,"-45"
"4Tt830",-79.8643,32.7252,"-4",-79.8643,32.7252,"-4"
"4Tt858",-79.765,32.7746,"-4",-79.765,32.7746,"-4"
"6Tt064",-80.5805,25.1532,"0",-80.58125,25.15625,"-1"
"6Tt077",-80.712,25.0582,"-30",-80.712,25.0582,"-30"
"6Tt086",-80.4233,25.1192,"-2",-80.4233,25.1192,"-2"
"6Tt090",-80.8119,25.1184,"-2",-80.8119,25.1184,"-2"
"7Tt051",-75.66,35.2117,"-4",-75.66,35.2117,"-4"
"7Tt111",-67.72,40.5183,"-182",-67.72,40.5183,"-182"
"7Tt172",-80.4907,31.5742,"-22",-80.4907,31.5742,"-22"
"7Tt177",-80.0443,31.7042,"-36",-80.0443,31.7042,"-36"
"7Tt181",-78.4403,32.396,"-274",-78.4403,32.396,"-274"
"7Tt182",-78.483,32.836,"-76",-78.483,32.836,"-76"
"7Tt199",-77.0588,33.8895,"-33",-77.0588,33.8895,"-33"
"7Tt200",-75.8262,34.7913,"-32",-75.8262,34.7913,"-32"
"7Tt249",-80.5722,30.7292,"-34",-80.5722,30.7292,"-34"
"7Tt252",-80.454,29.8582,"-38",-80.454,29.8582,"-38"
"7Tt271",-80.0207,31.2612,"-47",-80.0207,31.2612,"-47"
"7Tt274",-76.3287,34.2732,"-30",-76.3287,34.2732,"-30"
"7Tt281",-80.6543,29.2717,"-25",-80.6543,29.2717,"-25"
"7Tt297",-80.197,30.954,"-39",-80.197,30.954,"-39"
"7Tt307",-80.7074,31.5101,"-18",-80.7074,31.5101,"-18"
"7Tt312",-80.9122,31.2059,"-16",-80.9122,31.2059,"-16"
"7Tt327",-79.3253,32.8091,"-18",-79.3253,32.8091,"-18"
"7Tt334",-80.1873,32.0916,"-16",-80.1873,32.0916,"-16"
"7Tt338",-79.768,32.369,"-21",-79.768,32.369,"-21"
"7Tt345",-78.6443,32.6258,"-37",-78.6443,32.6258,"-37"
"7Tt350",-73.5908,37.1256,"-2604",-73.5908,37.1256,"-2604"
"7Tt352",-79.6888,31.7445,"-54",-79.6888,31.7445,"-54"
"7Tt367",-74.625,36.8433,"-565",-74.625,36.8433,"-565"
"7Tt385",-80.0367,29.2183,"-408",-80.0367,29.2183,"-408"
"7Tt413",-75.9602,33.6432,"-1252",-75.9602,33.6432,"-1252"
"7Tt418",-79.6575,31.044,"-438",-79.6575,31.044,"-438"
"7Tt420",-79.68,30.78,"-553",-79.68,30.78,"-553"
"7Tt430",-72.25,39.1667,"-996",-72.25,39.1667,"-996"
"7Tt432",-74.8809,37.5267,"-32",-74.8809,37.5267,"-32"
"7Tt433",-72.3454,37.504,"-3202",-72.3454,37.504,"-3202"
"7Tt439",-77.842,33.2436,"-32",-77.842,33.2436,"-32"
"7Tt455b",-75.7512,34.2638,"-684",-75.7512,34.2638,"-684"
"7Tt499",-76.4423,33.7728,"-264",-76.4423,33.7728,"-264"
"7Tt503",-76.7899,33.4164,"-283",-76.7899,33.4164,"-283"
"7Tt513",-78.9247,31.467,"-478",-78.9247,31.467,"-478"
"7Tt516",-79.5581,31.4052,"-288",-79.5581,31.4052,"-288"
"7Tt518",-80.1618,30.112,"-271",-80.1618,30.112,"-271"
"7Tt520",-79.8832,29.3342,"-647",-79.8832,29.3342,"-647"
"7Tt522",-80.007,28.9802,"-248",-80.007,28.9802,"-248"
"7Tt523",-79.6042,28.6372,"-794",-79.6042,28.6372,"-794"
"7Tt526",-73.4826,38.3711,"-462",-73.4826,38.3711,"-462"
"7Tt527",-74.7193,35.9056,"-1397",-74.7193,35.9056,"-1397"
"7Tt532",-74.4607,36.3274,"-1998",-74.4607,36.3274,"-1998"
"7Tt533",-74.9051,35.5875,"-51",-74.9051,35.5875,"-51"
"7Tt537",-79.0439,31.1311,"-654",-79.0439,31.1311,"-654"
"7Tt538",-79.9449,30.093,"-513",-79.9449,30.093,"-513"
"7Tt540",-80.1353,30.293,"-247",-80.1353,30.293,"-247"
"7Tt554",-74.7418,35.4388,"-1540",-74.7418,35.4388,"-1540"
"7Tt556",-80.3591,30.3774,"-36",-80.3591,30.3774,"-36"
"7Tt557",-80.1801,30.3984,"-112",-80.1801,30.3984,"-112"
"7Tt566",-80.4825,30.4451,"-40",-80.4825,30.4451,"-40"
"7Tt568",-80.5234,30.1785,"-37",-80.5234,30.1785,"-37"
"7Tt571",-67.1117,40.3733,"-1930",-67.1117,40.3733,"-1930"
"7Tt578",-68.55,39.59,"-2693",-68.55,39.59,"-2693"
"8Tt056",-87.4742,28.3148,"-2584",-87.4742,28.3148,"-2584"
"8Tt081",-87.0172,29.0737,"-725",-87.0172,29.0737,"-725"
"8Tt114",-92.9988,28.3833,"-52",-92.9988,28.3833,"-52"
"8Tt132",-87.4845,29.5075,"-70",-87.4845,29.5075,"-70"
"8Tt134",-84.839,27.5043,"-259",-84.839,27.5043,"-259"
"8Tt136b",-84.1898,27.4927,"-72",-84.1898,27.4927,"-72"
"8Tt144",-83.6799,26.791,"-65",-83.6799,26.791,"-65"
"8Tt203",-85.5081,28.8683,"-142",-85.5081,28.8683,"-142"
"8Tt220b",-87.285,29.8883,"-50",-87.285,29.8883,"-50"
"8Tt243",-88.6508,29.2419,"-66",-88.6508,29.2419,"-66"
"8Tt248b",-88.9288,28.8328,"-410",-88.9288,28.8328,"-410"
"8Tt259",-90.5091,27.9953,"-388",-90.5091,27.9953,"-388"
"8Tt278b",-86.1051,29.9581,"-36",-86.1051,29.9581,"-36"
"8Tt285",-86.4738,30.1203,"-38",-86.4738,30.1203,"-38"
"8Tt292",-89.9312,28.5996,"-277",-89.9312,28.5996,"-277"
"8Tt301",-92.7602,27.7317,"-556",-92.7602,27.7317,"-556"
"8Tt303",-92.7836,27.3151,"-949",-92.7836,27.3151,"-949"
"8Tt322",-94.1602,27.851,"-109",-94.1602,27.851,"-109"
"8Tt363",-96.4032,26.4452,"-84",-96.4032,26.4452,"-84"
"8Tt365",-96.7655,26.8953,"-70",-96.7655,26.8953,"-70"
"8Tt373",-95.9933,27.257,"-462",-95.9933,27.257,"-462"
"8Tt424",-91.7772,28.074,"-97",-91.7772,28.074,"-97"
"8Tt428",-91.6238,28.319,"-66",-91.6238,28.319,"-66"
"8Tt445",-89.171,28.7908,"-198",-89.171,28.7908,"-198"
"8Tt449b",-94.3837,27.8203,"-213",-94.3837,27.8203,"-213"
"8Tt465",-96.0133,28.0452,"-38",-96.0133,28.0452,"-38"
"8Tt469",-92.2384,27.6347,"-482",-92.2384,27.6347,"-482"
"8Tt478",-85.0557,28.8676,"-51",-85.0557,28.8676,"-51"
"8Tt495",-88.4691,29.7785,"-31",-88.4691,29.7785,"-31"
"8Tt513",-86.6856,29.8556,"-124",-86.6856,29.8556,"-124"
"8Tt521",-86.364,29.3854,"-223",-86.364,29.3854,"-223"
"8Tt528",-87.1042,30.1027,"-26",-87.1042,30.1027,"-26"
"8Tt552",-86.7719,29.9716,"-115",-86.7719,29.9716,"-115"
"8Tt569",-86.3278,29.5788,"-122",-86.3278,29.5788,"-122"
"8Tt583b",-88.0559,29.8519,"-30",-88.0559,29.8519,"-30"
"8Tt619",-84.5564,27.0308,"-181",-84.5564,27.0308,"-181"
"8Tt620",-82.824,24.2677,"-453",-82.824,24.2677,"-453"
"8Tt625",-81.9201,24.2521,"-405",-81.9201,24.2521,"-405"
"8Tt633",-84.2748,24.9458,"-428",-84.2748,24.9458,"-428"
"8Tt649",-89.486,28.36,"-792",-89.486,28.36,"-792"
"8Tt653",-86.4461,28.842,"-390",-86.4461,28.842,"-390"
"8Tt654",-95.5121,27.7705,"-107",-95.5121,27.7705,"-107"
"9Tt003",-66.0167,40.8,"-2980",-66.0167,40.8,"-2980"
"9Tt022",-71.2833,40.5333,"-68",-71.2833,40.5333,"-68"
"9Tt036",-74.819,38.9734,"-2",-74.819,38.9734,"-2"
"9Tt039",-74.8021,38.9848,"-1",-74.8021,38.9848,"-1"
"9Tt053",-74.2353,39.4909,"-12",-74.2353,39.4909,"-12"
"9Tt055",-74.2247,39.5113,"-13",-74.2247,39.5113,"-13"
"9Tt058",-74.3762,39.3918,"-3",-74.3762,39.3918,"-3"
"9Tt061",-74.4154,39.3559,"-3",-74.4154,39.3559,"-3"
"9Tt062",-74.228,39.568,"-2",-74.228,39.568,"-2"
"9Tt065",-74.3767,39.3917,"-3",-74.3767,39.3917,"-3"
"9Tt066",-74.3657,39.3394,"-10",-74.3657,39.3394,"-10"
"9Tt067",-74.3088,39.4581,"-4",-74.3088,39.4581,"-4"
"9Tt069",-74.258,39.4792,"-10",-74.258,39.4792,"-10"
"9Tt071",-74.2777,39.4595,"-6",-74.2777,39.4595,"-6"
"9Tt072",-74.1966,39.6141,"-1",-74.1966,39.6141,"-1"
"9Tt074",-74.3283,39.3591,"-10",-74.3283,39.3591,"-10"
"9Tt075",-74.3437,39.355,"-10",-74.3437,39.355,"-10"
"9Tt076",-74.3767,39.3082,"-10",-74.3767,39.3082,"-10"
"9Tt079",-74.1755,39.5988,"-13",-74.1755,39.5988,"-13"
"9Tt084",-74.4863,39.2632,"-12",-74.4863,39.2632,"-12"
"9Tt085",-74.4066,39.3699,"-9",-74.4066,39.3699,"-9"
"9Tt087",-74.501,39.3189,"-3",-74.501,39.3189,"-3"
"9Tt089",-74.2895,39.4139,"-10",-74.2895,39.4139,"-10"
"9Tt174",-74.9691,38.9651,"-6",-74.9691,38.9651,"-6"
"9Tt175",-74.9691,38.9651,"-6",-74.9691,38.9651,"-6"
"FB128",-82.575,27.3387,"-7",-82.575,27.3387,"-7"
"FB196",-82.6775,27.4368,"2",-82.6729166666667,27.4354166666667,"-4"
"FB703",-76.6777,34.7623,"-5",-76.6777,34.7623,"-5"
"FB711",-76.5743,34.9858,"5",-76.5770833333333,34.9854166666667,"-3"
"FB712",-76.692,34.7475,"-7",-76.692,34.7475,"-7"
"FB715",-76.94,34.7042,"-1",-76.94,34.7042,"-1"
"FB718",-76.9003,34.6983,"-1",-76.9003,34.6983,"-1"
"FB719",-76.9408,34.7048,"-1",-76.9408,34.7048,"-1"
"FB724",-76.9058,34.7147,"-1",-76.9058,34.7147,"-1"
"FB725",-76.6295,34.6915,"-2",-76.6295,34.6915,"-2"
"FB730",-76.6803,34.763,"-5",-76.6803,34.763,"-5"
"FB819",-79.9017,32.7529,"9",-79.8979166666667,32.7520833333333,"-5"
"FB824",-79.8993,32.785,"-16",-79.8993,32.785,"-16"
"FB833",-79.8773,32.7441,"-6",-79.8773,32.7441,"-6"
"FB896",-79.9481,32.766,"-6",-79.9481,32.766,"-6"
"FB8A0",-79.9665,32.821,"0",-79.9645833333333,32.7854166666667,"-13"
"FB90",-82.6327,27.3968,"-5",-82.6327,27.3968,"-5"
"26Tt309",-90.0088,29.2229,"stranding",-90.0088,29.2229,"stranding"
"26Tt313",-90.106,29.1558,"stranding",-90.106,29.1558,"stranding"
"2Tt700b",-75.4917,35.3508,"stranding",-75.4917,35.3508,"stranding"
"4Tt736b",-79.9011,32.684,"stranding",-79.9011,32.684,"stranding"
"4Tt881",-80.0109,32.6643,"stranding",-80.0109,32.6643,"stranding"
"9Tt146",-74.9723,38.9401,"stranding",-74.9723,38.9401,"stranding"
"9Tt147",-74.2208,39.5832,"stranding",-74.2208,39.5832,"stranding"
"9Tt150",-74.1659,39.6575,"stranding",-74.1659,39.6575,"stranding"
